"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"C05A9.2",4.75873254577468e-14,-1.27031975765763,0.404,0.775,6.4880559529092e-10,"0","C05A9.2"
"nspg-9",5.43128835497828e-14,1.25148141309312,0.955,0.691,7.40501854317738e-10,"0","nspg-9"
"gana-1",8.46035087620891e-14,-2.68684060549347,0.112,0.56,1.15348423846232e-09,"0","gana-1"
"dgn-1",1.38684242972987e-13,-1.83055153011712,0.213,0.642,1.89082096869371e-09,"0","dgn-1"
"pho-1",1.86656270118397e-13,-2.68632981297228,0.112,0.532,2.54487158679422e-09,"0","pho-1"
"ZC204.12",2.20496498681111e-13,-3.63763372565648,0.169,0.581,3.00624926301827e-09,"0","ZC204.12"
"irg-7",3.87107883320316e-13,1.49811821752798,0.888,0.595,5.27782888118919e-09,"0","irg-7"
"K12C11.3",4.65148660550256e-13,-1.63387735696756,0.281,0.674,6.34183683794218e-09,"0","K12C11.3"
"scav-6",5.51700485517992e-13,1.37449012799002,0.798,0.602,7.5218844195523e-09,"0","scav-6"
"T26C12.1",5.69597931696473e-13,-2.02426019351268,0.191,0.588,7.76589820074972e-09,"0","T26C12.1"
"mct-4",6.77788278525852e-13,-4.45291639849639,0.045,0.452,9.24096538942147e-09,"0","mct-4"
"C18A11.3",9.47168232944334e-13,1.70516307036535,0.719,0.344,1.2913691687963e-08,"0","C18A11.3"
"dhs-2",1.00950067768316e-12,-1.38099377310975,0.27,0.698,1.37635322395322e-08,"0","dhs-2"
"ppat-1",1.22746416751072e-12,3.23656391880308,0.348,0.092,1.67352464598412e-08,"0","ppat-1"
"cutl-26",1.46486354141442e-12,2.56681622974857,0.404,0.122,1.99719495236443e-08,"0","cutl-26"
"gta-1",1.5843837303307e-12,-2.82575570216174,0.135,0.541,2.16014877793288e-08,"0","gta-1"
"C29F3.7",2.15528756900852e-12,-2.08226482713517,0.225,0.632,2.93851907158622e-08,"0","C29F3.7"
"unc-83",2.43445064761273e-12,-2.71005904454547,0.169,0.562,3.3191300129552e-08,"0","unc-83"
"C48D1.5",3.00872760792793e-12,1.83855115238192,0.551,0.223,4.10209922064894e-08,"0","C48D1.5"
"nhr-80",3.76184479930229e-12,-1.710863664817,0.281,0.67,5.12889919936874e-08,"0","nhr-80"
"ugt-22",4.47445141181994e-12,-1.73713696909352,0.663,0.873,6.10046705487531e-08,"0","ugt-22"
"F54D1.6",5.70439310638933e-12,1.27703655637453,0.91,0.818,7.77736956125121e-08,"0","F54D1.6"
"pals-34",6.09557266842685e-12,2.3811810419364,0.472,0.188,8.31070377613317e-08,"0","pals-34"
"asp-6",7.45704694605727e-12,-3.18437435599544,0.157,0.541,1.01669378062545e-07,"0","asp-6"
"stim-1",1.20068515782505e-11,-1.2806260393409,0.213,0.644,1.63701414417867e-07,"0","stim-1"
"hrg-10",2.42467875000589e-11,-4.64006262619765,0.022,0.387,3.30580700775802e-07,"0","hrg-10"
"C32F10.4",2.57394876732318e-11,1.37537123204978,0.753,0.656,3.50932174936842e-07,"0","C32F10.4"
"F36G3.2",3.23453766820566e-11,-3.00464446226184,0.045,0.417,4.4099686568316e-07,"0","F36G3.2"
"C18C4.7",3.73952654684906e-11,1.19852365335473,0.91,0.93,5.09847049397401e-07,"0","C18C4.7"
"ifd-2",3.89494409952166e-11,1.09968202839177,0.888,0.719,5.31036678528783e-07,"0","ifd-2"
"C05D2.8",5.07664386680649e-11,-3.64382340708518,0.034,0.403,6.92149624800397e-07,"0","C05D2.8"
"ZK1128.7",5.23929948799758e-11,-1.27281376957054,0.236,0.588,7.14326092193589e-07,"0","ZK1128.7"
"lbp-6",6.10084150077372e-11,-1.3628840972628,0.596,0.85,8.3178873021549e-07,"0","lbp-6"
"C35B1.5",6.41469760572866e-11,-1.33751080708523,0.472,0.773,8.74579871565045e-07,"0","C35B1.5"
"C17E7.13",8.91542281841232e-11,1.52397107405222,0.764,0.576,1.21552874706234e-06,"0","C17E7.13"
"srh-237",9.53555530948129e-11,-2.74708760479735,0.101,0.468,1.30007761089468e-06,"0","srh-237"
"slc-17.6",9.6001028182665e-11,-3.06998191484013,0.146,0.494,1.30887801824245e-06,"0","slc-17.6"
"ugt-17",1.13302559465862e-10,-1.94422870216318,0.157,0.524,1.54476709575756e-06,"0","ugt-17"
"inx-15",1.55768957961912e-10,1.03815587027352,0.865,0.935,2.12375397285271e-06,"0","inx-15"
"W09B6.4",1.63354203206441e-10,2.23700873746279,0.539,0.286,2.22717120651661e-06,"0","W09B6.4"
"alh-8",1.74187072859175e-10,-1.25001297006987,0.64,0.836,2.37486655136199e-06,"0","alh-8"
"T12D8.5",1.74560473946197e-10,-2.78600380350656,0.067,0.433,2.37995750178245e-06,"0","T12D8.5"
"cest-3",1.80358318976331e-10,1.9810593101458,0.618,0.356,2.45900532092329e-06,"0","cest-3"
"mct-6",2.37624397183038e-10,-1.6537785875486,0.27,0.635,3.23977103119354e-06,"0","mct-6"
"pdi-2",2.70831518863237e-10,-1.06518588998617,0.809,0.963,3.69251692818137e-06,"0","pdi-2"
"F31F4.1",3.66737786795902e-10,1.93467794779866,0.64,0.361,5.00010298517532e-06,"0","F31F4.1"
"Y94H6A.10",3.83017990844557e-10,1.87954399132627,0.708,0.483,5.22206728717469e-06,"0","Y94H6A.10"
"sma-6",4.03379353896706e-10,1.77070768083097,0.697,0.49,5.49967411102769e-06,"0","sma-6"
"zig-11",4.36138283820243e-10,-2.77977428703437,0.045,0.391,5.9463093616052e-06,"0","zig-11"
"cest-2.1",7.53363701337259e-10,-1.47030702045059,0.247,0.602,1.02713607040322e-05,"0","cest-2.1"
"clec-63",7.77189793287071e-10,-3.98359282080929,0.169,0.482,1.05962056416759e-05,"0","clec-63"
"F08G2.5",8.5754389638428e-10,1.55246587514984,0.742,0.506,1.16917534833033e-05,"0","F08G2.5"
"sfxn-1.5",8.62069808228149e-10,-2.32542302588161,0.022,0.354,1.17534597653826e-05,"0","sfxn-1.5"
"M01A8.1",8.76331741884229e-10,2.06530857764003,0.494,0.222,1.19479069688496e-05,"0","M01A8.1"
"clec-83",9.07229136866827e-10,1.64815533024114,0.674,0.414,1.23691620520423e-05,"0","clec-83"
"C41G7.8",9.22956683539731e-10,-3.95231502338797,0.045,0.375,1.25835914233807e-05,"0","C41G7.8"
"hyl-2",9.45676303100645e-10,-2.27008775782866,0.157,0.501,1.28933507164742e-05,"0","hyl-2"
"Y43F8C.13",1.16314135834184e-09,-4.62010438895712,0.022,0.344,1.58582692796326e-05,"0","Y43F8C.13"
"F46C8.3",1.22375793897845e-09,-4.91076701172404,0.011,0.33,1.66847157400322e-05,"0","F46C8.3"
"C50F4.1",1.32126423462001e-09,-1.68668434202196,0.213,0.56,1.80141165748093e-05,"0","C50F4.1"
"dod-19",1.35543406151347e-09,-2.53806112867213,0.18,0.517,1.84799879946746e-05,"0","dod-19"
"ZK1320.3",1.41727452385495e-09,-6.35358717232914,0.011,0.325,1.93231208582383e-05,"0","ZK1320.3"
"F16F9.4",1.67464130017766e-09,-1.58738591314506,0.101,0.466,2.28320594866222e-05,"0","F16F9.4"
"pqn-52",1.68074775565331e-09,-1.19769928892221,0.112,0.471,2.29153149005772e-05,"0","pqn-52"
"pho-13",1.71782200559977e-09,-2.31947576960117,0.112,0.45,2.34207852243473e-05,"0","pho-13"
"fut-8",1.7665918015261e-09,1.5493207972587,0.629,0.384,2.40857126220069e-05,"0","fut-8"
"T04F3.4",1.89385220774382e-09,1.05381548048326,0.865,0.632,2.58207810003793e-05,"0","T04F3.4"
"ttr-49",1.89910998405083e-09,-2.57208249159932,0.101,0.436,2.58924655225489e-05,"0","ttr-49"
"R09H10.5",1.99312634838614e-09,1.3494669305647,0.82,0.532,2.71742846338967e-05,"0","R09H10.5"
"asp-14",2.06827998438689e-09,-3.16695220244734,0.056,0.391,2.81989293071308e-05,"0","asp-14"
"Y71F9B.9",2.23105249489488e-09,1.19909374934037,0.764,0.705,3.04181697153968e-05,"0","Y71F9B.9"
"mrpl-51",2.29441174897181e-09,-1.65587571641833,0.202,0.569,3.12820097854816e-05,"0","mrpl-51"
"C52D10.3",2.43514741235546e-09,1.50691117386203,0.742,0.59,3.32007998200543e-05,"0","C52D10.3"
"ptr-24",2.58766237840327e-09,1.78473447887625,0.629,0.393,3.52801888671501e-05,"0","ptr-24"
"hum-4",2.68446748163868e-09,-2.29665729025316,0.124,0.461,3.66000296446618e-05,"0","hum-4"
"gst-36",2.71942625671486e-09,-2.15835795795307,0.27,0.557,3.70766575840504e-05,"0","gst-36"
"pals-26",2.8238481942182e-09,2.17180506963724,0.258,0.066,3.85003462799709e-05,"0","pals-26"
"fkh-9",3.11871675276019e-09,-1.83141746706698,0.112,0.45,4.25205842071325e-05,"0","fkh-9"
"paic-1",3.16886271496126e-09,-1.55173007424877,0.281,0.593,4.32042742557819e-05,"0","paic-1"
"hex-1",3.1743037713105e-09,-4.89537258311501,0.011,0.316,4.32784576180473e-05,"0","hex-1"
"folt-2",3.60746724645916e-09,-4.41354881576449,0.034,0.349,4.91842084382242e-05,"0","folt-2"
"F54D5.4",3.68409038694092e-09,-3.62580770440966,0.034,0.347,5.02288883355525e-05,"0","F54D5.4"
"crn-6",3.6992463543856e-09,-4.8390080239761,0.022,0.33,5.04355247956933e-05,"0","crn-6"
"F53C11.1",4.37064039310764e-09,-5.83742701224169,0,0.297,5.95893111196295e-05,"0","F53C11.1"
"F55H12.3",4.3925073865882e-09,1.25026572371192,0.809,0.621,5.98874457087436e-05,"0","F55H12.3"
"F21F3.6",4.45222861352484e-09,1.69998910857142,0.663,0.504,6.07016849167977e-05,"0","F21F3.6"
"dpyd-1",4.49665450353029e-09,-1.47944742376157,0.36,0.654,6.1307387501132e-05,"0","dpyd-1"
"gst-6",4.72088737444922e-09,-2.99521662041198,0.101,0.417,6.43645784632407e-05,"0","gst-6"
"ethe-1",4.73687954757686e-09,-2.58139157300905,0.079,0.405,6.4582615751663e-05,"0","ethe-1"
"dct-11",5.42111129802764e-09,1.0341421932514,0.82,0.771,7.39114314373088e-05,"0","dct-11"
"itx-1",5.45752789731306e-09,1.3095715619811,0.809,0.688,7.44079353519662e-05,"0","itx-1"
"F16H6.10",6.75228522058667e-09,-1.63341725189947,0.157,0.489,9.20606566974787e-05,"0","F16H6.10"
"lips-11",6.82804986863956e-09,1.78557219741702,0.315,0.096,9.30936319090318e-05,"0","lips-11"
"pals-37",7.17033429725787e-09,1.90242924794519,0.27,0.075,9.77603378088137e-05,"0","pals-37"
"fbxl-1",7.17659779210879e-09,2.24050850827509,0.315,0.103,9.78457342976113e-05,"0","fbxl-1"
"F14B8.5",7.18765872350734e-09,1.16517011450499,0.865,0.913,9.7996539036299e-05,"0","F14B8.5"
"scl-2",8.52774666438439e-09,1.99886394128698,0.461,0.206,0.000116267298022217,"0","scl-2"
"elo-2",9.51408676124438e-09,-1.77463454746064,0.236,0.564,0.000129715058902806,"0","elo-2"
"hyl-1",1.07943269489233e-08,1.00216026927997,0.809,0.848,0.000147169853621621,"0","hyl-1"
"pbo-4",1.16091766627478e-08,1.67770447146628,0.551,0.302,0.000158279514619904,"0","pbo-4"
"F20D6.11",1.18885329948652e-08,-1.05865936609824,0.27,0.553,0.000162088258851992,"0","F20D6.11"
"M04C3.1",1.27882634978745e-08,1.25696022818465,0.843,0.717,0.00017435518453002,"0","M04C3.1"
"lin-14",1.28784863506899e-08,1.49165470215615,0.674,0.443,0.000175585282905307,"0","lin-14"
"nkb-1",1.30666998723017e-08,1.45377930371608,0.854,0.845,0.000178151386058962,"0","nkb-1"
"ZK1320.13",1.30956204364768e-08,-1.99306116755265,0.079,0.394,0.000178545689030925,"0","ZK1320.13"
"ttr-37",1.36671870436765e-08,1.20789860929526,0.809,0.623,0.000186338428153485,"0","ttr-37"
"K07C11.7",1.50584423469034e-08,-1.82189011866325,0.258,0.569,0.00020530680295768,"0","K07C11.7"
"ZK265.7",1.52380695460332e-08,2.47585966568179,0.348,0.131,0.000207755840190617,"0","ZK265.7"
"Y32F6A.5",1.62372913175278e-08,-8.58882751988429,0,0.279,0.000221379229823174,"0","Y32F6A.5"
"F54B8.4",1.65937660885791e-08,-2.06155062893874,0.27,0.581,0.000226239406851688,"0","F54B8.4"
"papl-1",1.72606364572378e-08,-4.2386732215703,0.056,0.347,0.00023533151745798,"0","papl-1"
"slc-17.2",1.83009034023345e-08,-1.86067577286819,0.056,0.361,0.000249514516987429,"0","slc-17.2"
"tsp-10",1.83322691800155e-08,2.67009930943378,0.303,0.103,0.000249942158000331,"0","tsp-10"
"crb-3",1.86813078426835e-08,1.58156145783132,0.663,0.44,0.000254700951127147,"0","crb-3"
"mrp-5",1.89015977770416e-08,-1.58662479401506,0.382,0.661,0.000257704384092185,"0","mrp-5"
"T19D12.1",1.89051824480232e-08,1.02321851581959,0.775,0.51,0.000257753257496348,"0","T19D12.1"
"cest-35.2",1.89254397379659e-08,-3.10310665565418,0.101,0.398,0.000258029445387428,"0","cest-35.2"
"C01B9.1",1.90081631701992e-08,-5.00269159049649,0.011,0.291,0.000259157296662496,"0","C01B9.1"
"F42F12.3",1.91090672892987e-08,-4.11138311140437,0.034,0.321,0.000260533023422299,"0","F42F12.3"
"ugt-16",1.95891476929733e-08,-1.94192197810144,0.169,0.501,0.000267078439645999,"0","ugt-16"
"pgph-3",2.20638326662469e-08,1.52473193156494,0.685,0.489,0.00030081829457161,"0","pgph-3"
"ctsa-1.2",2.26309851113426e-08,-4.23107789983297,0.067,0.358,0.000308550851008045,"0","ctsa-1.2"
"zig-9",2.49369041140241e-08,-1.21443084665088,0.303,0.579,0.000339989750690605,"0","zig-9"
"F45E1.1",2.61936228577409e-08,2.15954849372776,0.348,0.134,0.00035712385404244,"0","F45E1.1"
"T04F8.7",2.62490100371983e-08,-3.16813173094109,0.067,0.363,0.000357879002847161,"0","T04F8.7"
"C31C9.2",2.71679152182035e-08,-4.17702434106395,0.101,0.386,0.000370407356084986,"0","C31C9.2"
"C47D12.5",3.06475203203531e-08,2.98059423816773,0.281,0.086,0.000417848292047695,"0","C47D12.5"
"F19B10.13",3.08524406850384e-08,1.40477722175123,0.438,0.19,0.000420642176299814,"0","F19B10.13"
"inx-2",3.186808451948e-08,-4.06024509744511,0.045,0.328,0.000434489464338591,"0","inx-2"
"apy-1",3.38868200119423e-08,-1.39455279596758,0.618,0.829,0.000462012904042821,"0","apy-1"
"clec-41",3.73702208944107e-08,-1.57766868175011,0.079,0.38,0.000509505591674395,"0","clec-41"
"sbp-1",3.99091357846252e-08,-2.60363378119329,0.09,0.391,0.000544121157287579,"0","sbp-1"
"C07D8.6",4.00117422251884e-08,-1.09719237713645,0.258,0.579,0.000545520093498219,"0","C07D8.6"
"W02B12.1",4.13607145372378e-08,1.43254454311175,0.697,0.454,0.000563911982000701,"0","W02B12.1"
"ceh-37",4.17562900951419e-08,-2.00542810592799,0.112,0.417,0.000569305259157165,"0","ceh-37"
"F22B5.4",4.26460262445876e-08,2.21440186254591,0.393,0.162,0.000581435921818707,"0","F22B5.4"
"T20B3.1",4.32755723716119e-08,-3.39893497473802,0.09,0.377,0.000590019153714556,"0","T20B3.1"
"hrg-1",4.56267130650295e-08,-1.66257832085808,0.382,0.64,0.000622074605928613,"0","hrg-1"
"pals-23",4.63595730647934e-08,-1.65025504693622,0.18,0.489,0.000632066419165393,"0","pals-23"
"ugt-21",4.65697610694765e-08,1.46921484586535,0.753,0.557,0.000634932122421242,"0","ugt-21"
"acs-14",5.37345161264081e-08,-2.31842842579826,0.258,0.522,0.000732616392867448,"0","acs-14"
"ttr-44",5.39666829536489e-08,-2.26062588017275,0.124,0.426,0.000735781755390049,"0","ttr-44"
"tns-1",5.86800641555403e-08,1.67383925921895,0.596,0.346,0.000800043994696636,"0","tns-1"
"dod-17",6.38058236493316e-08,-3.24307886575809,0.045,0.326,0.000869928599634986,"0","dod-17"
"C07E3.3",7.00753937695568e-08,1.54961193203042,0.629,0.372,0.000955407918654137,"0","C07E3.3"
"C07D10.5",7.31031604169099e-08,-4.92028156356349,0.045,0.312,0.00099668848912415,"0","C07D10.5"
"ttr-46",8.00869390862146e-08,-1.52922162606365,0.404,0.614,0.00109190532750145,"0","ttr-46"
"W02A2.9",8.7482579020657e-08,-1.19227238822404,0.708,0.846,0.00119273748236764,"0","W02A2.9"
"C14C11.4",9.3223128867326e-08,-3.35074689375909,0.079,0.354,0.00127100413897712,"0","C14C11.4"
"T24C4.10",9.43387811304591e-08,-1.76694108655089,0.157,0.454,0.00128621494193268,"0","T24C4.10"
"ZC328.3",9.47828487050984e-08,1.58252990814777,0.573,0.391,0.00129226935924531,"0","ZC328.3"
"Y46D2A.2",9.52580549254938e-08,1.42896926135472,0.64,0.455,0.00129874832085418,"0","Y46D2A.2"
"pitr-1",9.68254003001867e-08,-1.63496120497342,0.225,0.517,0.00132011750769275,"0","pitr-1"
"inx-3",9.91158402313291e-08,-5.06615243820415,0.067,0.33,0.00135134536571394,"0","inx-3"
"C17C3.1",1.03704671508773e-07,-1.699649536871,0.371,0.635,0.00141390949135061,"0","C17C3.1"
"tre-3",1.06776725231315e-07,-3.06612242891846,0.022,0.291,0.00145579387180375,"0","tre-3"
"Y71H2AM.14",1.0930719091301e-07,2.26403233326366,0.404,0.199,0.00149029424090798,"0","Y71H2AM.14"
"ugt-4",1.15394055919866e-07,-1.94423934080714,0.112,0.408,0.00157328255841145,"0","ugt-4"
"F47B7.1",1.23610138578003e-07,1.05167011124915,0.775,0.688,0.0016853006293725,"0","F47B7.1"
"C15H9.9",1.31568290500998e-07,-1.5668124156533,0.427,0.616,0.0017938020726906,"0","C15H9.9"
"W02D9.10",1.3601300325049e-07,1.65431746436887,0.517,0.286,0.00185440128631719,"0","W02D9.10"
"T22B7.8",1.38501158586788e-07,-1.92358215996884,0.157,0.433,0.00188832479617227,"0","T22B7.8"
"F21A3.11",1.39224701634436e-07,-5.40234941100159,0,0.25,0.0018981895820839,"0","F21A3.11"
"sid-5",1.45049536127156e-07,-1.69915474229584,0.337,0.607,0.00197760537555765,"0","sid-5"
"kqt-2",1.46355371984958e-07,1.30216501525522,0.674,0.504,0.00199540914164291,"0","kqt-2"
"his-1",1.48351444042892e-07,-5.02443377598372,0.034,0.291,0.00202262358808079,"0","his-1"
"slc-30A5",1.48820156392758e-07,-1.25552427684981,0.315,0.614,0.00202901401225887,"0","slc-30A5"
"ets-4",1.55115414330444e-07,-1.46659728094155,0.169,0.478,0.00211484355898127,"0","ets-4"
"ctsa-3.1",1.60068921915708e-07,-2.28943219948731,0.326,0.56,0.00218237968139876,"0","ctsa-3.1"
"his-7",1.61328184132533e-07,-4.50941946574003,0.022,0.279,0.00219954846246296,"0","his-7"
"ZK1320.2",1.63225532030341e-07,-2.02718316793415,0.27,0.52,0.00222541690370167,"0","ZK1320.2"
"C35E7.4",1.63749933830309e-07,1.6424113378326,0.618,0.455,0.00223256659784243,"0","C35E7.4"
"alh-5",1.69226272262088e-07,-3.17475903093136,0.034,0.302,0.0023072309960213,"0","alh-5"
"cht-1",1.76340671366974e-07,-5.17990056009758,0.09,0.36,0.00240422871341732,"0","cht-1"
"dhs-20",1.80392428439778e-07,-1.33104847467415,0.18,0.478,0.00245947036934793,"0","dhs-20"
"sma-2",1.8350906503797e-07,-2.18055475780978,0.101,0.387,0.00250196259272768,"0","sma-2"
"igcm-3",1.83580480348273e-07,-4.3071350016726,0.09,0.346,0.00250293626906835,"0","igcm-3"
"mvk-1",2.13943615844301e-07,-1.28935802078079,0.258,0.546,0.00291690725842121,"0","mvk-1"
"exc-15",2.17825648869258e-07,-2.09886429007443,0.281,0.513,0.00296983489668346,"0","exc-15"
"T19B10.2",2.29857138149339e-07,-4.01233192572954,0.213,0.462,0.00313387222152809,"0","T19B10.2"
"ncx-7",2.35512464369645e-07,-1.78803132325721,0.079,0.365,0.00321097693921574,"0","ncx-7"
"ptps-1",2.48931904156138e-07,-2.66983328992082,0.09,0.363,0.00339393758126479,"0","ptps-1"
"K07G5.5",2.49215971005683e-07,-2.12780231562391,0.045,0.309,0.00339781054869148,"0","K07G5.5"
"Y48G8AL.13",2.65975341312875e-07,-1.03174123654646,0.539,0.794,0.00362630780345974,"0","Y48G8AL.13"
"maoc-1",2.77381766219366e-07,-1.54590539265299,0.618,0.799,0.00378182300063483,"0","maoc-1"
"nlp-31",2.8330011088093e-07,-8.76857457490121,0.034,0.281,0.0038625137117506,"0","nlp-31"
"fbxc-51",2.91707218618042e-07,-4.18564484727022,0.079,0.326,0.00397713621863839,"0","fbxc-51"
"rpia-1",3.11434869704236e-07,-1.15765773066195,0.483,0.71,0.00424610301354756,"0","rpia-1"
"glrx-10",3.36873186259775e-07,-1.32887297837103,0.382,0.602,0.00459292902146577,"0","glrx-10"
"EEED8.2",3.37478307729958e-07,-2.60653400957035,0.292,0.531,0.00460117924759025,"0","EEED8.2"
"his-63",3.42644325766659e-07,-5.78589876693673,0.011,0.251,0.00467161273750264,"0","his-63"
"W01B11.6",3.46697476489103e-07,-2.1009325224231,0.09,0.356,0.00472687339445243,"0","W01B11.6"
"F10G8.8",3.53271836117563e-07,-2.22711180374016,0.067,0.346,0.00481650821362685,"0","F10G8.8"
"clec-196",3.54328193767981e-07,-6.41300577176436,0.169,0.408,0.00483091059383265,"0","clec-196"
"tmem-189",3.54819564389425e-07,-1.35380020902071,0.281,0.55,0.00483760994088541,"0","tmem-189"
"his-59",3.62858203075488e-07,-4.33592564461935,0.045,0.295,0.00494720874073121,"0","his-59"
"D2030.2",3.67776237470032e-07,-1.4545224494545,0.157,0.459,0.00501426122166642,"0","D2030.2"
"W04B5.3",3.68217666280932e-07,1.48342219915427,0.775,0.686,0.00502027966207423,"0","W04B5.3"
"T26H5.8",3.82072118846096e-07,1.77477371396871,0.494,0.255,0.00520917126834767,"0","T26H5.8"
"ceeh-2",3.86093600400003e-07,-1.05830036664008,0.213,0.513,0.00526400014785364,"0","ceeh-2"
"ltah-1.2",3.89959048202648e-07,-4.29844406259686,0.022,0.271,0.0053167016631949,"0","ltah-1.2"
"ugt-53",3.9233729845191e-07,-5.14848828634973,0.045,0.29,0.00534912672709334,"0","ugt-53"
"ZC21.10",3.97199587174062e-07,1.47088786849087,0.506,0.283,0.00541541917153117,"0","ZC21.10"
"maa-1",4.00616992933177e-07,-1.47968715447657,0.191,0.497,0.00546201208165094,"0","maa-1"
"tag-340",4.30344909940225e-07,-3.37107252760386,0.067,0.318,0.00586732250212502,"0","tag-340"
"F43B10.1",4.42039577330486e-07,1.25909441690104,0.382,0.175,0.00602676759732384,"0","F43B10.1"
"F54C9.3",4.55909462407832e-07,-1.8552068686923,0.438,0.609,0.00621586961046838,"0","F54C9.3"
"exc-14",4.79773489476768e-07,-2.52066262282789,0.034,0.291,0.00654123175552626,"0","exc-14"
"ten-1",4.89859315947082e-07,-4.84681690167936,0.022,0.264,0.00667874191362252,"0","ten-1"
"irg-1",4.91924093209105e-07,-3.94272344399706,0.022,0.269,0.00670689308681293,"0","irg-1"
"dhs-30",5.39993779116469e-07,-1.03989630182786,0.236,0.545,0.00736227518447394,"0","dhs-30"
"C14H10.2",5.41799787269595e-07,-4.52616355433789,0.034,0.276,0.00738689829963365,"0","C14H10.2"
"clec-65",5.58626653142651e-07,-4.0077630669184,0.034,0.277,0.0076163157889469,"0","clec-65"
"R12E2.8",5.63656605975775e-07,1.25348901670838,0.528,0.293,0.00768489416587372,"0","R12E2.8"
"guk-1",6.00177807170435e-07,1.3232610401438,0.685,0.632,0.00818282422296171,"0","guk-1"
"gcs-1",6.02574491908809e-07,-1.12764944640665,0.438,0.688,0.00821550062268469,"0","gcs-1"
"mtrr-1",6.09522599624594e-07,-1.39174825966261,0.225,0.506,0.00831023112328171,"0","mtrr-1"
"C46G7.1",6.14158218414864e-07,-1.07458880251281,0.674,0.825,0.00837343314986826,"0","C46G7.1"
"D2045.8",6.23058247984928e-07,-1.45726315104766,0.124,0.41,0.00849477615302651,"0","D2045.8"
"ltah-1.1",6.25021481287419e-07,1.72492040396129,0.371,0.171,0.00852154287587267,"0","ltah-1.1"
"F54D5.3",6.34449713583509e-07,-1.95588945669103,0.337,0.543,0.00865008739499756,"0","F54D5.3"
"hrg-7",6.39296994714303e-07,-1.09717290821268,0.079,0.349,0.00871617522593481,"0","hrg-7"
"C53C11.2",6.42589812831184e-07,-2.01552318751118,0.09,0.366,0.00876106950814036,"0","C53C11.2"
